,meanWaitTime,action,dispersion,headwaySD
0,0.0,No action,0,0
1,11.083333333333334,No action,0,1.500789838348124
2,12.083333333333334,No action,0,6.358635641568326
3,22.75,No action,1.715686274509804,186.66120130557275
4,25.333333333333332,No action,0.05555555555555556,82.17352442646389
5,26.333333333333332,No action,0.8611111111111112,112.9101350263415
6,9.833333333333334,No action,0.46636085626911317,229.56594361243285
7,13.416666666666666,No action,0.5925925925925926,184.37152645315555
8,10.833333333333334,No action,1.0333333333333332,204.96155802166095
9,9.916666666666666,No action,1.0701754385964912,237.72265455544806
10,10.083333333333334,No action,1.3828828828828827,250.41417849013442
11,16.75,No action,1.5128205128205128,277.57684225373623
12,15.666666666666666,No action,0.7920962199312716,276.2849545608061
13,18.0,No action,0.9710144927536231,287.5227790782652
14,14.166666666666666,No action,1.0053763440860215,299.9880256869523
15,16.083333333333332,No action,1.3111111111111111,264.13243497449434
16,8.25,No action,1.413978494623656,301.6641414673315
17,3.75,No action,1.3555555555555554,353.57805166924925
18,6.25,No action,1.8527131782945734,422.8985971443589
19,7.5,No action,1.8172690763052208,433.4589772688991
20,13.0,No action,1.8455284552845526,393.39992210005994
21,13.416666666666666,No action,1.4535864978902955,349.6899151470563
22,14.25,No action,1.4535864978902955,344.70298253230504
23,9.666666666666666,No action,1.9743589743589745,372.4222966233658
24,10.666666666666666,No action,1.9743589743589745,456.58673295914514
25,15.666666666666666,No action,3.0476190476190483,314.0371949529049
26,17.75,No action,2.6282051282051277,306.21496074948
27,18.583333333333332,No action,2.6282051282051277,314.2158472911399
28,13.166666666666666,No action,3.653005464480875,338.3282301092962
29,9.75,No action,3.3700564971751406,405.33469513930027
30,13.083333333333334,No action,4.309523809523809,346.4468731598283
31,13.75,No action,4.309523809523809,337.3120515520045
32,15.75,No action,5.463768115942028,325.98323095184753
33,16.166666666666668,No action,5.463768115942028,330.6762901573414
34,7.25,No action,4.746666666666665,371.5048534078062
35,10.916666666666666,No action,1.8771929824561409,409.26649685545146
36,14.083333333333334,No action,2.2387387387387387,360.20156517643767
37,16.083333333333332,No action,2.5,333.4843346853874
38,18.083333333333332,No action,2.93010752688172,323.4191319668986
39,17.083333333333332,No action,2.93010752688172,337.98271898624245
40,13.75,No action,3.9215686274509793,360.1113063114422
41,15.333333333333334,No action,4.404761904761904,388.7238735122057
42,20.0,No action,4.404761904761904,375.5779282563517
43,16.5,No action,3.7043010752688157,356.84205437186523
44,17.666666666666668,No action,4.097701149425289,349.3490488489509
45,19.75,No action,5.583333333333333,383.54542816623723
46,14.916666666666666,No action,4.992753623188404,391.2836873335424
47,12.666666666666666,No action,4.992753623188404,384.64181491861854
48,18.833333333333332,No action,4.992753623188404,370.5450486085777
49,20.166666666666668,No action,4.992753623188404,360.3015642740581
50,18.5,No action,4.593333333333332,354.3833706414879
51,15.583333333333334,No action,3.5333333333333337,390.72520758626945
52,15.583333333333334,No action,3.132183908045977,396.1400866172709
53,18.083333333333332,No action,3.0185185185185186,391.1049373228792
54,23.083333333333332,No action,3.0185185185185186,316.17328501243657
55,24.083333333333332,No action,3.0185185185185186,303.5183399867844
56,17.833333333333332,No action,3.0185185185185186,286.0714093798666
57,18.25,No action,3.270114942528735,311.40313241596044
58,19.25,No action,3.270114942528735,312.29898929040036
59,16.666666666666668,No action,2.718390804597701,351.82495266052877
60,18.333333333333332,No action,2.718390804597701,352.08015253617447
61,15.25,No action,2.718390804597701,358.94313789079314
62,10.75,No action,2.6720430107526885,332.579771395776
63,13.5,No action,2.533333333333333,366.3656697625415
64,14.166666666666666,No action,2.533333333333333,370.002469379898
65,9.75,No action,1.9597701149425286,377.49494767259245
66,12.666666666666666,No action,1.9597701149425286,324.0228283967384
67,11.583333333333334,No action,1.7333333333333332,316.55985867166123
68,8.333333333333334,No action,2.392156862745098,277.5439792777593
69,11.083333333333334,No action,2.4139784946236555,306.8048659933905
70,11.916666666666666,No action,2.4139784946236555,319.1754797608295
71,8.166666666666666,No action,2.2204301075268815,352.0265844626969
72,9.416666666666666,No action,1.8541666666666667,321.817167214381
73,7.75,No action,1.5095238095238095,321.15188756862204
74,5.5,No action,1.075757575757576,284.1758759211548
75,8.333333333333334,No action,1.317204301075269,307.96880678983644
76,9.0,No action,1.317204301075269,321.8676620738545
77,7.5,No action,1.9743589743589745,343.9932599220595
78,9.166666666666666,No action,2.353333333333333,302.2843318613931
79,7.083333333333333,No action,2.9942528735632186,314.05641278014576
80,8.333333333333334,No action,2.7222222222222223,283.9725832081133
81,10.583333333333334,No action,2.7222222222222223,272.03067539061146
82,12.25,No action,3.2536231884057973,301.9247903923629
83,13.916666666666666,No action,3.6969696969696977,313.61404610138766
84,15.333333333333334,No action,3.6969696969696977,306.6509633558702
85,13.083333333333334,No action,4.1231884057971016,339.24125310578717
86,13.5,No action,3.6969696969696977,345.63905223102535
87,15.166666666666666,No action,4.366666666666665,345.04587396239384
88,14.25,No action,3.880952380952381,331.02552082463706
89,15.75,No action,2.777777777777778,339.8116093718532
90,11.0,No action,2.738095238095238,343.3788890529268
91,16.583333333333332,No action,2.3333333333333335,276.0245552281334
92,21.5,No action,2.0362318840579707,231.1417140281885
93,22.166666666666668,No action,2.0362318840579707,235.078829020123
94,22.833333333333332,No action,2.0362318840579707,241.76192361150123
95,17.75,No action,1.7592592592592593,300.126606570764
96,21.083333333333332,No action,2.1282051282051286,289.52669620242085
97,13.333333333333334,No action,3.132183908045977,284.50909467986355
98,14.25,No action,1.6666666666666667,254.1350204233087
99,14.583333333333334,No action,1.6666666666666667,255.6071543349721
100,7.25,No action,2.304597701149425,369.37901496520715
101,7.75,No action,2.304597701149425,373.4268612600806
102,3.3333333333333335,No action,1.979166666666667,370.6793255931901
103,6.5,No action,1.9333333333333331,345.1819544795663
104,7.333333333333333,No action,1.9333333333333331,347.7087903987409
105,9.333333333333334,No action,2.4761904761904763,338.0456654919815
106,6.333333333333333,No action,2.4761904761904763,365.01824772651213
107,6.583333333333333,No action,2.4761904761904763,367.7672847135203
108,6.833333333333333,No action,2.4761904761904763,366.8403228002917
109,7.833333333333333,No action,2.5740740740740744,338.3392883244404
110,5.75,No action,2.666666666666667,342.04935414920584
111,10.0,No action,2.547619047619048,361.18298839830953
112,12.0,No action,1.8733333333333335,401.387066032693
113,12.416666666666666,No action,1.8733333333333335,403.2018872542845
114,12.833333333333334,No action,1.8733333333333335,400.9654022647507
115,9.583333333333334,No action,2.7222222222222223,360.45446718594775
116,10.916666666666666,No action,3.128205128205128,339.8993786802532
117,13.083333333333334,No action,3.8333333333333326,365.7840635584517
118,11.833333333333334,No action,3.8666666666666663,417.5976475335507
119,12.25,No action,3.8666666666666663,420.1383212141436
120,9.0,No action,3.9761904761904754,391.93566570505754
121,11.916666666666666,No action,3.9761904761904754,414.1675049976425
122,18.666666666666668,No action,3.2333333333333334,468.1053305431554
123,17.0,No action,3.2333333333333334,510.4080902049608
124,17.416666666666668,No action,3.2333333333333334,510.06745426915654
125,22.833333333333332,No action,2.5933333333333333,418.73397590650825
126,23.333333333333332,No action,2.5933333333333333,415.50012437489784
127,24.416666666666668,No action,2.3589743589743595,405.3028702368418
128,26.083333333333332,No action,2.5579710144927534,419.2048448219822
129,27.75,No action,2.0666666666666664,397.5569714311046
130,31.5,No action,2.0666666666666664,371.95541419690494
131,31.916666666666668,No action,2.0666666666666664,375.0035343926156
132,32.416666666666664,No action,2.0666666666666664,377.67948852716523
133,29.416666666666668,No action,2.8703703703703702,434.52080698397606
134,22.833333333333332,No action,2.6904761904761902,459.3381333378859
135,23.833333333333332,No action,2.6904761904761902,462.0394683285545
136,26.833333333333332,No action,2.974358974358975,447.7386794816737
137,27.333333333333332,No action,2.974358974358975,447.8106455305867
138,29.583333333333332,No action,2.25,423.31951481383675
139,24.166666666666668,No action,5.2,479.5608225038359
140,17.083333333333332,No action,4.766666666666667,490.0496562140979
141,18.916666666666668,No action,4.766666666666667,509.82869259010374
142,20.416666666666668,No action,4.766666666666667,517.3732608082872
143,20.916666666666668,No action,4.766666666666667,513.7418503953486
144,24.166666666666668,No action,4.722222222222222,475.4717880456074
145,23.25,No action,5.6140350877193,520.3033687237335
146,21.5,No action,5.968468468468467,494.8648522295376
147,15.75,No action,6.038461538461538,502.5857243136626
148,18.333333333333332,No action,6.038461538461538,534.6252846828535
149,23.25,No action,6.833333333333333,489.2668455426162
150,18.583333333333332,No action,4.833333333333333,499.1285606017084
151,20.083333333333332,No action,5.229166666666667,480.9857200929496
152,18.083333333333332,No action,5.686274509803921,485.2976121017563
153,18.583333333333332,No action,5.686274509803921,490.7966965189242
154,24.5,No action,5.338095238095239,496.86959451874515
155,22.0,No action,5.338095238095239,500.15461938006956
156,25.5,No action,5.338095238095239,484.8365504420879
157,22.083333333333332,No action,6.602564102564102,503.1016435329502
158,23.333333333333332,No action,6.602564102564102,483.3784959248345
159,31.583333333333332,No action,6.9824561403508785,422.1154067404303
160,32.333333333333336,No action,6.9824561403508785,428.50412195950315
161,35.5,No action,6.350877192982457,523.7391676816704
162,36.166666666666664,No action,6.350877192982457,521.8883343339733
163,31.25,No action,7.630081300813009,510.3767120362065
164,29.583333333333332,No action,10.61111111111111,442.06771834791687
165,33.5,No action,10.072463768115941,439.4864664930599
166,34.333333333333336,No action,9.25,457.8435149244044
167,30.333333333333332,No action,9.366666666666667,562.6129781257766
168,30.166666666666668,No action,9.757575757575758,554.5760208183063
169,31.666666666666668,No action,10.298449612403099,514.5865117310746
170,26.583333333333332,No action,9.714285714285714,483.299393994953
171,27.166666666666668,No action,9.714285714285714,485.9850675287141
172,29.583333333333332,No action,8.893939393939394,531.7244489081414
173,25.416666666666668,No action,9.583333333333332,580.5449816838774
174,26.75,No action,9.583333333333332,578.3288746081728
175,29.833333333333332,No action,9.483333333333333,498.82073128362765
176,24.75,No action,6.480952380952383,505.9861559017421
177,26.25,No action,6.745098039215685,526.3389787852185
178,29.75,No action,6.745098039215685,550.0068321856455
179,23.833333333333332,No action,6.5,591.2641342884659
180,24.416666666666668,No action,6.5,594.3813102450871
181,28.25,No action,4.9959349593495945,532.8111180837601
182,29.583333333333332,No action,4.9959349593495945,537.4657051000246
183,28.583333333333332,No action,2.666666666666667,587.4015041877235
184,30.916666666666668,No action,2.9946236559139785,594.1688934092215
185,32.083333333333336,No action,2.9946236559139785,589.464683290884
186,24.166666666666668,No action,3.6041666666666674,606.9959173393727
187,32.916666666666664,No action,3.704301075268817,566.637263023905
188,33.666666666666664,No action,3.704301075268817,567.3914626139717
189,35.25,No action,2.7222222222222223,586.3845218533843
190,35.25,No action,2.7222222222222223,578.0828802163425
191,29.25,No action,3.4080459770114953,576.2823433881077
192,35.25,No action,3.4080459770114953,544.0325924516277
193,39.833333333333336,No action,3.4080459770114953,565.4751462933383
194,36.916666666666664,No action,3.333333333333333,572.8884729727556
195,38.25,No action,3.333333333333333,572.9236142380079
196,38.916666666666664,No action,3.333333333333333,571.4789140330331
197,32.416666666666664,No action,3.897435897435898,594.9533461167819
198,31.166666666666668,No action,3.5370370370370368,585.9450433132216
199,36.416666666666664,No action,3.5370370370370368,582.0075180213167
200,34.5,No action,3.5370370370370368,576.90646298755
201,35.083333333333336,No action,3.5370370370370368,572.9871509521394
202,32.583333333333336,No action,3.3333333333333335,559.3899810675463
203,24.416666666666668,No action,7.719298245614036,570.9352274827058
204,24.166666666666668,No action,7.719298245614036,577.4597728420031
205,31.916666666666668,No action,7.509803921568626,602.2732283468468
206,35.25,No action,7.681818181818182,607.950551989405
207,37.333333333333336,No action,7.681818181818182,614.8209048350765
208,38.25,No action,7.378787878787879,551.2206545004608
209,38.833333333333336,No action,7.378787878787879,553.0673509593763
210,30.333333333333332,No action,12.99645390070922,663.6203768701066
211,34.333333333333336,No action,13.81111111111111,728.8903740607287
212,34.833333333333336,No action,13.81111111111111,726.7645552222172
213,36.0,No action,13.81111111111111,715.1229573126797
214,40.083333333333336,No action,15.333333333333332,675.6083397955833
215,47.666666666666664,No action,14.856589147286822,641.6389641781874
216,42.916666666666664,No action,17.028985507246375,662.7282813223192
217,30.583333333333332,No action,17.97619047619048,733.0684389847621
218,32.333333333333336,No action,17.97619047619048,756.4659240480626
219,34.75,No action,17.97619047619048,734.7549131231899
220,38.75,No action,17.97619047619048,720.588266710532
221,48.083333333333336,No action,17.97619047619048,688.7035561576708
222,41.916666666666664,No action,16.717948717948723,704.8292035417753
223,30.833333333333332,No action,20.666666666666664,763.7390822080536
224,31.333333333333332,No action,19.22222222222222,771.1937792674637
225,32.833333333333336,No action,17.746666666666666,784.0383824355938
226,37.416666666666664,No action,18.425170068027217,793.3055344175758
227,48.333333333333336,No action,18.958333333333332,766.7608041490006
228,43.25,No action,17.872549019607842,772.6639541883652
229,30.833333333333332,No action,15.411949685534587,785.3361352110459
230,34.333333333333336,No action,8.803030303030303,820.0064915561476
231,38.833333333333336,No action,8.803030303030303,880.6394830745944
232,45.083333333333336,No action,9.182170542635658,870.0589114465499
233,43.583333333333336,No action,9.115942028985506,875.6553061912483
234,36.25,No action,8.986666666666668,848.7015971763522
235,40.0,No action,9.404761904761905,838.3188293296689
236,40.583333333333336,No action,9.404761904761905,842.9102859147521
