,headwaySD
0,1.500789838348124
0,6.358635641568326
0,186.66120130557275
0,82.17352442646389
0,112.9101350263415
0,229.56594361243285
0,149.4588484053943
0,169.94721265407352
0,200.37737190666576
0,235.79500374030175
0,226.9023770993449
0,263.6313245909059
0,253.62124797071357
0,278.71096256795414
0,214.04565034901614
0,171.77188725166872
0,210.74780504985893
0,237.6984147098074
0,248.0172031163699
0,245.46098988547135
0,188.0073684430715
0,152.69067753322574
0,77.81887169361072
0,82.74771349643976
0,73.97559017450735
0,128.9540378067577
0,119.74495391827124
0,119.9319702535104
0,79.60977215280926
0,57.365483815037415
0,55.93823178292284
0,81.01289588701293
0,72.41820326332939
0,88.13124827336921
0,78.53201984965546
0,108.31171014971368
0,144.939834529136
0,129.2213137734379
0,120.11248838762215
0,108.0411811404439
0,114.49780862774436
0,147.9775036581199
0,121.60018992126977
0,186.44657292520975
0,151.77034423394076
0,139.95671219662486
0,159.89401593972596
0,128.5122050515911
0,216.67560543099668
0,236.11133658485969
0,250.05776633860035
0,255.85947624976797
0,253.44311235051677
0,260.5559697220782
0,243.4799487751621
0,241.87212485227715
0,266.15588770180034
0,271.55953704814993
0,263.1393502605711
0,269.67708138108844
0,244.79725595321162
0,244.35311538268184
0,273.77282155506646
0,284.11080035886624
0,275.6173979148147
0,282.364491359228
0,245.71487289923837
0,243.70708125853784
0,267.4952622010342
0,269.7356956149647
0,256.3257670534813
0,268.013047049745
0,250.2498154511474
0,247.0932730771925
0,262.53580253727097
0,261.9661630185598
0,263.973657771419
0,296.2540781857133
0,293.76885040226216
0,290.22372570809745
0,305.7761017170081
0,300.44178868607617
0,266.233466758449
0,304.1886216288707
0,302.3102727595809
0,301.7442440823116
0,312.0897948240752
0,305.59966748454855
0,255.60948324000464
0,278.4481871012989
0,268.19232321331555
0,263.89097538356424
0,246.60162837391516
0,204.78325472720314
0,106.79114299520434
0,166.01389602145437
0,184.9446782749433
0,194.33409918373965
0,142.37548052791786
0,160.26453017849371
0,296.1742075995516
0,299.95128097001947
0,258.2753100375643
0,246.16923884912075
0,225.59205029334595
0,228.84690591577197
0,307.6138720141789
0,317.3054676447005
0,284.4471008914584
0,276.8955871603749
0,218.85287435125326
0,219.70205317214385
0,257.7806090888574
0,294.17857337565096
0,252.29604779570622
0,245.85774360728732
0,236.52614083272525
0,227.59265697366712
0,222.17322377795415
0,207.55345985867237
0,165.78518650525848
0,186.2489525399331
0,174.00534100998152
0,168.32769241373603
0,161.34803143274544
0,161.83742386694402
0,183.41714504708176
0,164.1474718050813
0,144.3350474878965
0,133.12730210842054
0,139.34063940175136
0,151.83701382293674
0,139.6699232317236
0,141.63096954174028
0,142.90066438108522
0,137.60928880953736
0,134.77193633031413
0,154.9896960015945
0,149.24832189639156
0,148.0909383809677
0,147.593037851459
0,135.56448292438384
0,136.54988394559538
0,148.50960467443028
0,139.50043580178843
0,147.65357646080466
0,150.2335985409241
0,149.29219958040522
0,149.16915349882348
0,155.71856996945914
0,147.6185965000307
0,152.4654844683434
0,153.11475475249495
0,152.2652908212797
0,160.6718109480731
0,160.87230847269316
0,152.36082561909848
0,158.1814007626125
0,158.73844763740556
0,161.16340578397097
0,177.29555553901764
0,296.4893347704753
0,309.047975149086
0,336.9156921818395
0,324.6958163163384
0,339.21397674951766
0,363.1135903390133
0,329.51024292585413
0,319.58446646800405
0,311.7315925065449
0,238.31979811362012
0,250.01140739668713
0,263.5293810697001
0,267.1699326180603
0,266.42989951496736
0,260.4309912633606
0,237.4719097671811
0,241.30384278982982
0,247.36553528718724
0,263.9097439404263
0,277.13852390195694
0,273.81464338226243
0,154.67570685685146
0,153.66926478958706
0,175.34161629674682
0,214.66357198856295
0,211.48050869603395
0,125.80352884612908
0,116.96725679428037
0,115.54743999279653
0,155.29009677231707
0,199.72123000294417
0,142.9348098493387
0,110.89979529837825
0,127.86299851360005
0,166.83972235518613
0,162.4679045740008
0,116.40411807816561
0,124.68722318821976
0,129.862415853814
0,133.5151550828803
0,209.93580360037063
0,222.51950148619937
0,186.3443292819922
0,173.36681924142485
0,170.3760413027606
0,188.7214122868827
0,201.5920533321359
0,234.7090037803314
0,202.02643792885658
0,187.7251709429386
0,185.1818840581695
0,222.41770584245825
0,238.8781382432382
0,257.5828077639414
0,236.13666459630244
0,208.44759765146395
0,211.50897254411382
0,242.94847489859984
0,267.8963375802083
0,283.99289930481643
0,263.4127495596133
0,213.849991790715
0,213.09114944601112
0,267.55126658268705
0,300.47960085595776
0,343.69469187379406
0,337.800120149352
0,332.8924975707455
0,255.12504743861496
0,267.10812585917347
0,293.2948134935603
0,381.32486677663996
0,396.7135048397297
0,289.0536766040752
0,277.57528480275994
0,285.768499060963
0,327.0247901238613
0,359.0017948732601
0,319.7837673552065
0,309.0470312464143
0,297.0355152540216
0,281.2405099732256
0,303.48717019376994
0,325.2301750192555
0,353.1081389681574
0,341.69876908941626
0,346.72411605706844
0,347.8122542976071
0,346.94915629751216
0,390.5279231871761
0,434.72874318041386
0,490.2375175276436
0,506.57937522717555
0,507.8631935531182
0,492.62666266882286
0,498.83379227342743
0,452.8014846156522
0,454.45507224770466
0,397.77376590863645
0,396.16953360342524
0,448.29554290544644
0,450.7411919149267
0,435.3096871576985
0,429.31138445447976
0,400.11389255296893
0,398.28473867810806
0,458.41875378546894
0,460.25134745110273
0,442.157138545412
0,436.11411530316985
0,394.3056499581116
0,391.1586083106897
0,481.45017249970965
0,488.3312809747828
0,479.82700753037597
0,471.7857055968902
0,418.60771786429757
0,414.0725709207129
0,483.49646816761305
0,487.6479392251706
0,482.3493417868653
0,467.68961334771296
0,467.55813176604636
0,495.12464322689056
0,570.4615841263012
0,586.369533376541
0,568.2220227946897
0,469.2571936937495
0,482.0012065373614
0,483.32952693328747
0,506.33349029786905
0,609.28597975873
0,604.2182803884332
0,559.3292789731881
0,559.8937872092845
0,562.1760261302109
0,558.1734440416645
0,550.884590413959
0,547.287251744659
0,542.4466794316182
0,580.7843936412397
0,666.0838961714124
0,648.7495699463357
0,587.300006205422
0,589.9520523596245
0,592.0091001036684
0,627.9610409270803
0,665.2608252282209
0,664.9409070402837
0,630.9004782958156
0,638.1497962991657
0,718.2342322228907
0,735.8719563438557
0,750.6281880901861
0,697.1273436993653
0,700.7337328353284
0,731.9094687907485
0,749.2008193749413
0,748.0364631347636
0,739.1381310839145
0,784.1392422781527
0,870.7557070425794
0,880.7642067462874
0,872.1363603722373
0,847.1485371318204
0,832.0924387095695
0,840.877736963073
0,865.5316349277093
0,863.9672456759386
0,876.6711423249235
0,853.2259215710934
0,899.6030359837936
0,912.213122634816
0,920.5234549122275
