,meanWaitTime,action
0,0.0,Hold
1,10.083333333333334,Hold
2,28.833333333333332,Hold
3,29.833333333333332,Hold
4,11.916666666666666,Hold
5,7.75,Hold
6,9.416666666666666,Hold
7,21.75,Hold
8,9.416666666666666,Hold
9,8.0,Hold
10,2.5833333333333335,Hold
11,13.916666666666666,Hold
12,14.75,Hold
13,11.083333333333334,Hold
14,12.333333333333334,Hold
15,13.916666666666666,Hold
16,9.333333333333334,Hold
17,11.0,Hold
18,12.0,Hold
19,11.333333333333334,Hold
20,12.833333333333334,Hold
21,14.083333333333334,Hold
22,14.916666666666666,Hold
23,15.75,Hold
24,12.5,Hold
25,13.0,Hold
26,16.916666666666668,Hold
27,16.666666666666668,Hold
28,17.666666666666668,Hold
29,18.166666666666668,Hold
30,18.0,Hold
31,12.666666666666666,Hold
32,13.083333333333334,Hold
33,15.166666666666666,Hold
34,16.333333333333332,Hold
35,14.333333333333334,Hold
36,7.666666666666667,Hold
37,14.833333333333334,Hold
38,15.833333333333334,Hold
39,13.083333333333334,Hold
40,13.5,Hold
41,6.666666666666667,Hold
42,17.416666666666668,Hold
43,18.416666666666668,Hold
44,19.416666666666668,Hold
45,15.083333333333334,Hold
46,15.5,Hold
47,6.333333333333333,Hold
48,17.833333333333332,Hold
49,18.833333333333332,Hold
50,19.333333333333332,Hold
51,17.25,Hold
52,12.083333333333334,Hold
53,7.666666666666667,Hold
54,12.333333333333334,Hold
55,7.333333333333333,Hold
56,7.916666666666667,Hold
57,8.166666666666666,Hold
58,11.666666666666666,Hold
59,5.416666666666667,Hold
60,11.416666666666666,Hold
61,11.833333333333334,Hold
62,11.583333333333334,Hold
63,12.25,Hold
64,15.583333333333334,Hold
65,11.25,Hold
66,14.583333333333334,Hold
67,14.25,Hold
68,14.583333333333334,Hold
69,16.75,Hold
70,17.916666666666668,Hold
71,21.166666666666668,Skip
72,24.083333333333332,Hold
73,25.083333333333332,Hold
74,20.583333333333332,Hold
75,19.5,Hold
76,20.0,Hold
77,17.583333333333332,Hold
78,18.333333333333332,Hold
79,17.0,Hold
80,23.75,Hold
81,24.166666666666668,Hold
82,24.583333333333332,Hold
83,19.083333333333332,Hold
84,20.083333333333332,Hold
85,21.083333333333332,Hold
86,25.166666666666668,Hold
87,25.583333333333332,Hold
88,19.583333333333332,Hold
89,10.25,Hold
90,10.583333333333334,Hold
91,11.25,Hold
92,12.666666666666666,Hold
93,13.666666666666666,Hold
94,6.083333333333333,Hold
95,10.75,Hold
96,11.166666666666666,Hold
97,9.75,Hold
98,12.333333333333334,Skip
99,14.0,Hold
100,13.0,Hold
101,12.25,Hold
102,12.583333333333334,Hold
103,9.666666666666666,Hold
104,14.333333333333334,Hold
105,12.25,Hold
106,10.416666666666666,Skip
107,11.0,Hold
108,11.583333333333334,Hold
109,13.916666666666666,Hold
110,20.166666666666668,Hold
111,23.5,Hold
112,23.0,Hold
113,21.666666666666668,Hold
114,22.666666666666668,Hold
115,25.666666666666668,Hold
116,28.083333333333332,Hold
117,35.333333333333336,No action
118,35.833333333333336,Hold
119,31.416666666666668,Hold
120,34.75,No action
121,34.583333333333336,Skip
122,44.0,Hold
123,44.75,No action
124,38.833333333333336,Hold
125,39.416666666666664,Hold
126,39.083333333333336,Hold
127,32.75,Hold
128,38.416666666666664,Hold
129,33.166666666666664,Hold
130,37.166666666666664,Hold
131,37.333333333333336,Hold
132,38.166666666666664,Hold
133,38.583333333333336,Hold
134,35.416666666666664,Hold
135,31.916666666666668,Hold
136,36.166666666666664,Hold
137,36.0,Hold
138,36.833333333333336,Hold
139,23.666666666666668,Hold
140,15.833333333333334,No action
141,19.083333333333332,No action
142,19.833333333333332,No action
143,15.166666666666666,Hold
144,20.583333333333332,Hold
145,10.833333333333334,Hold
146,15.0,Hold
147,22.083333333333332,Hold
148,24.25,Hold
149,28.5,Hold
150,25.583333333333332,Hold
151,28.583333333333332,Hold
152,35.416666666666664,Hold
153,38.083333333333336,Hold
154,33.25,Hold
155,30.0,Hold
156,24.666666666666668,Skip
157,25.083333333333332,Hold
158,29.416666666666668,Hold
159,29.833333333333332,Skip
160,32.0,Hold
161,27.333333333333332,Hold
162,28.833333333333332,Hold
163,29.833333333333332,Hold
164,27.333333333333332,Hold
165,20.916666666666668,No action
166,31.25,Skip
167,34.583333333333336,No action
168,32.083333333333336,No action
169,19.833333333333332,No action
170,22.75,Hold
171,33.916666666666664,Hold
172,35.083333333333336,No action
173,23.666666666666668,Hold
174,32.666666666666664,Skip
175,34.583333333333336,Hold
176,36.083333333333336,No action
177,44.416666666666664,Skip
178,45.75,Hold
179,51.083333333333336,Hold
180,56.333333333333336,Skip
181,58.083333333333336,Skip
182,61.416666666666664,Skip
183,63.416666666666664,Hold
184,71.41666666666667,Skip
185,74.08333333333333,No action
186,64.25,No action
187,50.666666666666664,Hold
188,52.166666666666664,Hold
189,61.166666666666664,Hold
190,62.166666666666664,Hold
191,64.83333333333333,Hold
192,54.75,Hold
193,45.916666666666664,Hold
194,49.416666666666664,Hold
195,56.916666666666664,Hold
196,58.083333333333336,Hold
197,50.333333333333336,Hold
198,52.333333333333336,Hold
199,43.166666666666664,Hold
200,46.166666666666664,Hold
201,52.416666666666664,Hold
202,53.416666666666664,Hold
203,55.25,Hold
204,56.25,Hold
205,44.583333333333336,Skip
206,50.416666666666664,Skip
207,57.916666666666664,No action
208,58.583333333333336,Hold
209,51.083333333333336,Skip
210,52.583333333333336,Skip
211,54.833333333333336,No action
212,37.833333333333336,No action
213,41.833333333333336,No action
214,32.166666666666664,Hold
