,HeadwayRew,SD,Reward,Action
112,-6.2039999999998825,-853.5531090682057,-859.7571090682055,0
113,-97.01399999999997,-597.664211744354,-694.678211744354,0
114,-64.00799999999983,-553.4884481380096,-617.4964481380094,0
115,-12.40199999999977,-588.5322043487133,-600.9342043487131,0
116,-12.395999999999844,-571.6123511611694,-584.0083511611692,0
117,-104.16299999999994,-581.7185879405571,-685.881587940557,0
118,-122.57699999999997,-599.7370859153385,-722.3140859153385,0
119,-50.80799999999997,-196.63862794476574,-247.4466279447657,0
120,-34.14749999999987,-232.12907089711007,-266.27657089710993,0
121,-10.646999999999865,-244.49901613071756,-255.14601613071744,0
122,-12.395999999999775,-227.67973608167733,-240.07573608167712,0
123,-124.01399999999995,-701.0691898014696,-825.0831898014696,0
124,-120.81600000000007,-458.5201546521398,-579.3361546521398,0
125,-60.81000000000008,-559.9543036911334,-620.7643036911335,0
