,HeadwayRew,SD,Reward,Action
112,-120.82800000000006,-490.5188771993274,-611.3468771993274,0
113,-35.79599999999984,-713.0385333206054,-748.8345333206053,0
114,-7.14599999999998,-571.8298455154489,-578.9758455154489,0
115,-62.56499999999998,-589.6594459704874,-652.2244459704873,0
116,-30.804000000000016,-159.54341798464213,-190.34741798464216,0
117,-110.81400000000009,-202.39179825279484,-313.2057982527949,0
118,-55.15799999999983,-302.09794585347464,-357.2559458534745,0
119,-262.2735,-642.2357917636032,-904.5092917636032,0
120,-22.550999999999952,-660.6664202824969,-683.2174202824968,0
121,-50.80200000000004,-186.80524617900858,-237.60724617900863,0
122,-70.81800000000005,-199.94795711773492,-270.76595711773496,0
123,-80.81400000000009,-295.83224225150906,-376.64624225150914,0
124,-65.1659999999998,-426.9518890408562,-492.11788904085597,0
125,-262.26900000000006,-826.257995758925,-1088.526995758925,0
126,-42.560999999999964,-848.2566769557433,-890.8176769557432,0
127,-50.808000000000035,-813.7627172585385,-864.5707172585385,0
128,-50.80200000000004,-947.6629094778375,-998.4649094778375,0
129,-80.82000000000002,-986.957927168124,-1067.777927168124,0
130,-35.79599999999984,-1184.5877721806858,-1220.3837721806856,0
131,-74.15549999999992,-553.9349981922268,-628.0904981922267,0
132,-239.751,-570.5019807152295,-810.2529807152295,0
133,-30.81000000000008,-372.594769450971,-403.40476945097106,0
134,-40.80600000000006,-437.46686985670385,-478.2728698567039,0
135,-90.81000000000007,-363.2639979714784,-454.07399797147843,0
136,-27.995999999999775,-525.3034033352112,-553.299403335211,0
137,-37.0019999999999,-718.0719269141651,-755.0739269141651,0
138,-80.80800000000004,-593.8125957647657,-674.6205957647657,0
139,-87.01199999999999,-742.163554900281,-829.175554900281,0
140,-35.80199999999977,-915.833184713364,-951.6351847133637,0
141,-284.0459999999999,-503.78586720947226,-787.8318672094722,0
142,-20.80800000000004,-611.8362199151012,-632.6442199151012,0
143,-30.804000000000016,-667.0689544567339,-697.8729544567339,0
144,-0.9450000000000954,-719.847925297806,-720.792925297806,0
145,-82.56899999999993,-738.7379658730301,-821.3069658730301,0
146,-12.395999999999844,-890.8262456843086,-903.2222456843084,0
147,-194.02800000000005,-569.3418217556128,-763.3698217556129,0
148,-10.794000000000006,-605.954280453567,-616.748280453567,0
149,-60.816000000000074,-643.746626312627,-704.562626312627,0
150,-124.0139999999999,-643.9947998409787,-768.0087998409786,0
151,-12.395999999999844,-688.3369612495193,-700.7329612495191,0
152,-12.395999999999775,-813.6590625071412,-826.055062507141,0
153,-224.0399999999999,-319.61731805395027,-543.6573180539501,0
154,-20.802000000000042,-360.04160870654937,-380.8436087065494,0
155,-30.79800000000009,-402.88940169728966,-433.6874016972898,0
156,-134.01599999999988,-432.86361593462675,-566.8796159346266,0
157,-12.395999999999775,-314.95181994852624,-327.347819948526,0
158,-13.961999999999785,-375.3513361579462,-389.31333615794597,0
159,-264.04199999999986,-677.6842922777538,-941.7262922777536,0
160,-74.00399999999988,-785.7065008993852,-859.7105008993851,0
161,-144.02399999999992,-830.8796215791767,-974.9036215791766,0
162,-12.395999999999775,-775.1445800623262,-787.540580062326,0
163,-12.40199999999977,-755.7400493702991,-768.1420493702989,0
164,-12.395999999999844,-702.9180408996644,-715.3140408996643,0
165,-254.03999999999985,-556.2817541498193,-810.3217541498192,0
166,-84.01199999999992,-610.9377300511077,-694.9497300511076,0
167,-164.02199999999993,-647.8875511143033,-811.9095511143032,0
168,-12.40199999999977,-685.966026855558,-698.3680268555578,0
169,-12.395999999999844,-566.1353774103467,-578.5313774103465,0
170,-12.395999999999775,-222.88229080740254,-235.27829080740233,0
171,-124.0139999999999,-752.4703375475268,-876.4843375475267,0
172,-224.0399999999999,-774.4451512032483,-998.4851512032483,0
173,-174.02399999999992,-698.9310592294177,-872.9550592294175,0
174,-12.395999999999775,-651.2770531809024,-663.6730531809021,0
175,-12.395999999999844,-668.3365710644767,-680.7325710644766,0
176,-12.40199999999977,-185.84154241958095,-198.2435424195807,0
177,-134.01599999999993,-548.5315538376581,-682.547553837658,0
178,-204.0299999999999,-579.2700799761332,-783.300079976133,0
179,-164.02799999999993,-613.6997628229042,-777.7277628229041,0
180,-12.40199999999977,-667.0103114312069,-679.4123114312067,0
181,-12.395999999999844,-197.22180125150692,-209.61780125150676,0
182,-144.02399999999983,-642.8961027171412,-786.9201027171409,0
183,-144.1709999999999,-681.8510907815577,-826.0220907815576,0
184,-10.651499999999828,-701.2213218536799,-711.8728218536797,0
185,-134.01599999999988,-720.42537126031,-854.4413712603099,0
186,-12.395999999999844,-685.7795847711486,-698.1755847711485,0
187,-12.395999999999775,-161.59317917398482,-173.9891791739846,0
188,-114.01199999999992,-565.8748232211392,-679.8868232211391,0
189,-144.17549999999994,-596.6175175287951,-740.7930175287951,0
190,-10.646999999999935,-613.9828336362508,-624.6298336362507,0
191,-87.01199999999999,-141.2851018331374,-228.2971018331374,0
192,-12.40199999999977,-237.59329161872867,-249.99529161872843,0
193,-74.00399999999988,-795.8737811710823,-869.8777811710822,0
194,-124.16699999999989,-840.1003749552789,-964.2673749552788,0
195,-10.646999999999865,-864.7942818959896,-875.4412818959894,0
196,-20.79600000000005,-773.4255828599299,-794.22158285993,0
197,-50.81400000000003,-476.56028999487575,-527.3742899948758,0
198,-12.395999999999844,-569.1752356602392,-581.571235660239,0
199,-34.1549999999999,-633.6663124670235,-667.8213124670234,0
200,-2.6984999999999673,-652.8476970592419,-655.5461970592419,0
201,-82.563,-672.2280433173123,-754.7910433173123,0
202,-20.802000000000042,-492.05461304841174,-512.8566130484118,0
203,-40.80000000000007,-114.8638759575873,-155.66387595758738,0
204,-12.395999999999775,-156.60042216489148,-168.99642216489127,0
205,-104.00999999999988,-707.2724722481429,-811.2824722481428,0
206,-10.799999999999931,-544.2067611569054,-555.0067611569053,0
207,-94.0079999999999,-562.6118723319736,-656.6198723319735,0
208,-40.80600000000006,-581.2023657900921,-622.0083657900922,0
209,-12.395999999999775,-355.4661165287066,-367.8621165287064,0
210,-12.40199999999977,-382.3890674285667,-394.79106742856646,0
211,-104.00999999999988,-565.7795762387406,-669.7895762387404,0
212,-114.01799999999992,-584.605336958191,-698.6233369581909,0
213,-20.802000000000042,-604.00035596016,-624.8023559601601,0
214,-12.40199999999977,-622.3110788736521,-634.713078873652,0
215,-6.197999999999888,-654.6068404436022,-660.8048404436021,0
216,-174.02399999999997,-618.56440246752,-792.58840246752,0
217,-104.0159999999998,-659.321213235417,-763.3372132354168,0
218,-10.799999999999999,-651.2630489202415,-662.0630489202415,0
219,-0.9510000000000218,-691.0680903901986,-692.0190903901986,0
220,-10.645499999999833,-666.5506999137842,-677.1961999137841,0
221,-12.395999999999844,-309.08470611719946,-321.4807061171993,0
222,-194.0279999999998,-345.81225477931747,-539.8402547793173,0
223,-104.00999999999988,-253.1664713626633,-357.17647136266316,0
224,-6.197999999999956,-278.5907133332975,-284.7887133332975,0
225,-10.65299999999986,-291.2711966535655,-301.92419665356533,0
226,-12.395999999999775,-220.78285712437005,-233.17885712436984,0
227,-204.03599999999983,-626.523433099052,-830.5594330990518,0
228,-134.01599999999988,-561.3003196942693,-695.3163196942692,0
229,-64.00199999999991,-594.3681649916621,-658.370164991662,0
230,-12.395999999999844,-648.346412036035,-660.7424120360348,0
231,-12.395999999999775,-666.2346024904108,-678.6306024904105,0
232,-12.40199999999977,-663.7304498062448,-676.1324498062446,0
233,-174.02399999999992,-519.7482809548826,-693.7722809548825,0
234,-144.02399999999992,-553.38857555569,-697.4125755556898,0
235,-24.146999999999935,-335.62147163467097,-359.7684716346709,0
236,-10.645499999999833,-349.11253200078625,-359.7580320007861,0
237,-12.40199999999977,-362.9636207665997,-375.3656207665995,0
238,-12.395999999999844,-377.15685360632415,-389.552853606324,0
239,-174.02400000000003,-784.1720219441651,-958.1960219441651,0
240,-154.0199999999999,-829.1578270885599,-983.1778270885598,0
241,-30.79800000000009,-861.6325099613073,-892.4305099613074,0
242,-10.799999999999931,-905.6523903917122,-916.4523903917121,0
243,-12.395999999999775,-950.5813162948706,-962.9773162948703,0
244,-174.02399999999992,-600.3122594857521,-774.336259485752,0
245,-134.02199999999985,-619.65230752594,-753.6743075259399,0
246,-10.800000000000068,-727.711029339409,-738.5110293394091,0
247,-6.197999999999888,-769.8640110795905,-776.0620110795903,0
248,-12.40199999999977,-760.1444855347495,-772.5464855347493,0
249,-144.01799999999983,-750.7841471125743,-894.8021471125741,0
250,-24.146999999999935,-761.3736263418172,-785.5206263418171,0
251,-10.645499999999833,-781.1909085208017,-791.8364085208016,0
252,-12.40199999999977,-801.2382659913898,-813.6402659913896,0
253,-12.395999999999844,-824.2476023623,-836.6436023622998,0
254,-184.02599999999987,-487.9293755817081,-671.9553755817079,0
255,-134.01599999999993,-522.2977269293401,-656.3137269293401,0
256,-24.15299999999986,-540.3343039267451,-564.487303926745,0
257,-10.65299999999986,-557.8358768988918,-568.4888768988917,0
258,-12.395999999999844,-575.6717467446183,-588.0677467446181,0
259,-12.395999999999775,-350.764530070467,-363.1605300704668,0
260,-244.03799999999993,-630.3175804483184,-874.3555804483183,0
261,-154.02599999999987,-709.8674453727259,-863.8934453727258,0
262,-43.99799999999982,-730.4298064990381,-774.427806499038,0
263,-12.395999999999844,-772.3699890596475,-784.7659890596474,0
264,-12.395999999999775,-604.6462648156818,-617.0422648156815,0
265,-12.40199999999977,-35.62076485547285,-48.022764855472616,0
266,-234.04199999999994,-332.97140851563955,-567.0134085156395,0
267,-164.17499999999993,-346.6602226965188,-510.8352226965187,0
268,-12.554999999999904,-360.6426285889614,-373.19762858896127,0
269,-20.802000000000042,-372.63885406054425,-393.44085406054427,0
270,-12.40199999999977,-381.5252707517842,-393.92727075178396,0
271,-12.395999999999844,-141.98974923877037,-154.38574923877022,0
272,-47.000999999999955,-584.3809972954289,-631.3819972954288,0
273,-30.81000000000008,-509.4997154071825,-540.3097154071826,0
274,-12.395999999999844,-114.7923874750509,-127.18838747505075,0
275,-43.595999999999776,-69.4517818345937,-113.04778183459348,0
276,-234.19349999999991,-316.409332282655,-550.6028322826548,0
277,-82.563,-329.638165266099,-412.201165266099,0
278,-30.79800000000009,-367.4201712239303,-398.2181712239304,0
279,-12.395999999999775,-165.00111784133128,-177.39711784133107,0
280,-68.56199999999986,-268.0000414593666,-336.56204145936647,0
281,-416.832,-653.6629100690967,-1070.4949100690967,0
282,-275.238,-673.4915061742715,-948.7295061742716,0
283,-150.83400000000006,-713.8348268332109,-864.6688268332109,0
284,-20.802000000000042,-872.7927818216648,-893.5947818216648,0
285,-12.395999999999844,-788.1326340717588,-800.5286340717587,0
286,-100.76399999999983,-992.854954159972,-1093.6189541599717,0
287,-306.8039999999999,-734.4994758337136,-1041.3034758337135,0
288,-120.81600000000007,-798.3281781322767,-919.1441781322767,0
289,-334.05600000000004,-820.9288093373261,-1154.9848093373262,0
290,-0.9510000000000218,-1014.3868492838421,-1015.3378492838422,0
291,-10.645499999999833,-1038.1175800457288,-1048.7630800457287,0
292,-100.7639999999999,-1121.435200981314,-1222.1992009813139,0
293,-305.25000000000006,-497.32036958081665,-802.5703695808168,0
294,-150.82800000000012,-318.12934476404405,-468.95734476404414,0
295,-354.05999999999995,-331.6324253681409,-685.6924253681409,0
296,-0.95100000000009,-474.8323914814574,-475.7833914814575,0
297,-10.65299999999986,-490.47125184753577,-501.1242518475356,0
298,-90.76799999999984,-270.6460973300742,-361.41409733007407,0
299,-312.12600000000003,-577.396994180684,-889.522994180684,0
300,-364.0680000000001,-437.3679102184898,-801.4359102184899,0
301,-160.8360000000001,-451.5163587537247,-612.3523587537248,0
302,-20.802000000000042,-676.5958583641757,-697.3978583641757,0
303,-12.395999999999844,-731.266927249475,-743.6629272494748,0
304,-78.55799999999984,-807.7550123645165,-886.3130123645163,0
305,-307.44599999999997,-499.11476636140515,-806.5607663614051,0
306,-403.42800000000005,-530.7781070173194,-934.2061070173195,0
307,-200.83200000000014,-587.9797615564672,-788.8117615564673,0
308,-70.81199999999998,-820.03873824486,-890.85073824486,0
309,-97.91999999999989,-949.9406034063394,-1047.8606034063394,0
310,-12.395999999999775,-969.9579114580179,-982.3539114580176,0
311,-332.136,-257.3409325302827,-589.4769325302827,0
312,-190.83600000000015,-264.9818777870584,-455.8178777870586,0
313,-76.13399999999999,-420.7047050947838,-496.8387050947838,0
314,-127.93199999999995,-383.39341413227226,-511.3254141322722,0
315,-13.961999999999785,-396.2485569549609,-410.2105569549607,0
316,-456.84000000000003,-116.24921027210847,-573.0892102721085,0
317,-322.12800000000004,-106.09586336055814,-428.2238633605582,0
318,-230.20800000000017,-168.80909335696344,-399.01709335696364,0
319,-130.8240000000001,-286.87592362475374,-417.69992362475386,0
320,-147.92999999999998,-429.13822041647876,-577.0682204164788,0
321,-35.79599999999984,-488.0298203548177,-523.8258203548176,0
322,-435.2700000000001,-504.15318990252246,-939.4231899025226,0
323,-332.1300000000001,-519.1326997984235,-851.2626997984236,0
324,-220.83600000000015,-649.0040129990639,-869.840012999064,0
325,-130.82399999999998,-818.4019787909173,-949.2259787909172,0
326,-107.92199999999987,-492.98611542314256,-600.9081154231425,0
327,-45.15599999999986,-542.6829358740599,-587.8389358740598,0
328,-316.81199999999995,-691.3356348402707,-1008.1476348402707,0
329,-416.8260000000001,-710.9529028001784,-1127.7789028001785,0
330,-238.00200000000018,-815.6232157068606,-1053.6252157068607,0
331,-130.8240000000001,-1066.596486753803,-1197.420486753803,0
332,-45.16199999999985,-912.2224016104846,-957.3844016104844,0
333,-277.9620000000001,-995.7620258988702,-1273.7240258988704,0
334,-336.81,-374.7547627745673,-711.5647627745673,0
335,-416.832,-433.4703514146678,-850.3023514146678,0
336,-252.04800000000014,-496.81960396998113,-748.8676039699812,0
337,-150.82800000000006,-720.5190251170025,-871.3470251170025,0
338,-85.16399999999996,-926.7979691149284,-1011.9619691149284,0
339,-417.98400000000004,-266.68489937669045,-684.6688993766904,0
340,-336.80999999999995,-319.5822272905676,-656.3922272905675,0
341,-446.832,-379.573355521989,-826.405355521989,0
342,-253.59600000000017,-440.4179631012139,-694.0139631012141,0
343,-150.82800000000006,-707.7156703083521,-858.5436703083521,0
344,-125.17199999999993,-998.3174305912037,-1123.4894305912037,0
345,-320.1569999999999,-1187.3282102640737,-1507.4852102640737,0
346,-459.43500000000006,-1212.4427005934022,-1671.877700593402,0
347,-253.60200000000017,-393.0699499523661,-646.6719499523663,0
348,-426.82800000000015,-429.8361380288488,-856.6641380288489,0
349,-140.82600000000016,-741.7868958729919,-882.612895872992,0
350,-165.1859999999999,-1080.973665523613,-1246.1596655236128,0
351,-340.00199999999984,-869.4450816469089,-1209.4470816469088,0
352,-461.19000000000005,-929.4438121801663,-1390.6338121801664,0
353,-253.60800000000017,-970.7602633446061,-1224.3682633446062,0
354,-416.832,-223.71830253443477,-640.5503025344348,0
355,-210.84000000000017,-409.4552967052692,-620.2952967052694,0
356,-390.018,-730.4581849770732,-1120.4761849770732,0
357,-245.196,-768.0195049606488,-1013.2155049606488,0
358,-253.59600000000017,-11.860813163054585,-265.45681316305473,0
359,-451.18799999999993,-20.82655889856881,-472.01455889856874,0
360,-396.82200000000006,-63.778252998616665,-460.6002529986167,0
361,-200.838,-176.15579909715026,-376.99379909715026,0
362,-400.01999999999987,-384.12206393280775,-784.1420639328076,0
363,-256.758,-358.01832355341816,-614.7763235534181,0
364,-253.60200000000017,-389.9787116696956,-643.5807116696958,0
365,-451.182,-414.08402797285265,-865.2660279728527,0
366,-406.824,-234.86918108219785,-641.6931810821978,0
367,-238.00200000000018,-391.9646058284118,-629.966605828412,0
368,-370.00799999999987,-652.1013034797585,-1022.1093034797584,0
369,-296.80800000000005,-683.2452780663765,-980.0532780663766,0
370,-461.19000000000005,-739.4833662016266,-1200.6733662016268,0
371,-311.15999999999985,-757.7456763321056,-1068.9056763321055,0
372,-416.832,-884.1695287418333,-1301.0015287418332,0
373,-252.04200000000023,-1227.052586032436,-1479.0945860324362,0
374,-350.0099999999999,-1666.5205865981843,-2016.530586598184,0
375,-336.81000000000006,-1751.012696191042,-2087.8226961910423,0
376,-471.19199999999995,-1838.031218148617,-2309.223218148617,0
377,-341.15999999999985,-704.636899402806,-1045.7968994028058,0
378,-436.8300000000001,-746.3447788313983,-1183.1747788313985,0
379,-252.0420000000001,-1156.0984170908634,-1408.1404170908636,0
380,-330.1574999999998,-1367.09132061062,-1697.2488206106198,0
381,-408.5729999999999,-1391.9807130688112,-1800.553713068811,0
382,-491.19000000000005,-1533.2957020744564,-2024.4857020744564,0
383,-456.834,-642.7159343148592,-1099.5499343148592,0
384,-391.17599999999993,-748.6450419851112,-1139.8210419851112,0
385,-252.04200000000014,-1079.2209453531232,-1331.2629453531233,0
386,-480.03599999999994,-1379.7426181075305,-1859.7786181075303,0
387,-306.8040000000001,-1456.5218188852814,-1763.3258188852815,0
388,-501.198,-1542.5683518081137,-2043.7663518081135,0
389,-456.84000000000003,-356.4754549755144,-813.3154549755145,0
390,-415.86,-469.1759821455296,-885.0359821455296,0
391,-253.60200000000017,-710.6812029470191,-964.2832029470193,0
392,-549.408,-883.3491941972263,-1432.7571941972265,0
393,-274.29299999999995,-992.4648910666816,-1266.7578910666816,1
394,-501.1979999999999,-1124.503161400625,-1625.7011614006249,0
395,-436.8300000000001,-625.2564273959924,-1062.0864273959926,0
396,-683.739,-802.443814578663,-1486.182814578663,0
397,-253.60200000000003,-1002.4323396397164,-1256.0343396397163,0
398,-615.6527999999998,-651.4699856648978,-1267.1227856648975,0
399,-243.03659999999994,-849.4113962032767,-1092.4479962032767,1
400,-511.19399999999996,-997.2831644021671,-1508.477164402167,0
401,-446.83199999999994,-1069.6617783206054,-1516.4937783206053,0
402,-674.8344000000001,-1276.6665900783266,-1951.5009900783266,0
403,-253.60200000000017,-1065.79452053386,-1319.39652053386,0
404,-615.6527999999998,-818.0860807736285,-1433.7388807736284,0
405,-313.0506,-1043.5092519421612,-1356.5598519421612,1
406,-520.0439999999999,-1001.2543926939293,-1521.2983926939291,0
407,-544.3979999999999,-1077.6458720542455,-1622.0438720542454,0
408,-624.8244,-656.1854234894281,-1281.009823489428,0
409,-238.00200000000018,-986.9015868982187,-1224.903586898219,0
410,-585.6467999999999,-699.9431976953559,-1285.5899976953558,0
411,-383.07059999999996,-850.6769454708149,-1233.7475454708149,1
412,-573.45,-1117.1965250373612,-1690.6465250373612,0
413,-544.3979999999998,-1276.6221558820325,-1821.0201558820322,0
414,-614.8179,-1388.9337153210572,-2003.7516153210572,0
415,-252.0420000000001,-1471.5627067848654,-1723.6047067848656,0
416,-575.6447999999998,-1251.3703350949133,-1827.0151350949131,0
417,-453.07860000000005,-1417.0438525324473,-1870.1224525324474,1
418,-560.0459999999999,-1300.021081452998,-1860.067081452998,0
419,-604.8204,-1434.7953547457562,-2039.615754745756,0
420,-559.9979999999998,-1490.619317599232,-2050.6173175992317,0
421,-244.24200000000016,-1126.963726124315,-1371.205726124315,0
422,-535.6367999999998,-1018.9475283622584,-1554.584328362258,0
423,-495.8406000000001,-1065.488050404863,-1561.3286504048633,1
424,-560.0519999999999,-765.4343864760716,-1325.4863864760714,0
425,-577.1579999999998,-924.9002372628568,-1502.0582372628564,0
426,-634.8264,-949.016175953931,-1583.842575953931,0
427,-253.60200000000017,-1028.7824367776807,-1282.3844367776808,0
428,-528.6066000000002,-683.0451197070042,-1211.6517197070043,0
429,-512.4348,-333.3399916001679,-845.7747916001679,0
430,-530.0459999999999,-591.6577041574704,-1121.7037041574704,1
431,-637.1699999999998,-713.4551297889884,-1350.6251297889883,0
432,-674.8299,-750.4897127135647,-1425.3196127135648,0
433,-248.92200000000005,-954.9122001524538,-1203.8342001524538,0
434,-528.6006000000001,-1034.0731888991224,-1562.6737888991224,0
435,-512.4408,-1158.3795746165802,-1670.82037461658,0
436,-579.4079999999999,-1568.2647508915352,-2147.672750891535,1
437,-637.1699999999998,-1783.5745681075405,-2420.7445681075405,0
438,-644.8284000000001,-1839.707276232342,-2484.535676232342,0
439,-220.8420000000001,-882.2712123957249,-1103.113212395725,0
440,-528.6006000000001,-905.6916448524607,-1434.292244852461,0
441,-512.4408,-865.5338769928202,-1377.9746769928202,0
442,-597.216,-1216.280341862023,-1813.4963418620232,1
443,-637.1699999999998,-1487.7598025218992,-2124.929802521899,0
444,-664.8324,-1308.2233597092236,-1973.0557597092236,0
445,-210.84000000000012,-1305.2552938878366,-1516.0952938878368,0
446,-528.6066000000002,-1333.4221382926298,-1862.02873829263,0
447,-512.4348,-1541.8114151866953,-2054.2462151866953,0
448,-618.138,-1768.8720583719132,-2387.010058371913,1
449,-627.1679999999998,-2071.648551275047,-2698.8165512750465,0
450,-704.8358999999999,-1452.125658780565,-2156.9615587805647,0
451,-190.83600000000004,-1656.3374173156872,-1847.1734173156872,0
452,-528.6006000000001,-1682.9599546302013,-2211.5605546302013,0
