,Bus,Headway,Time
198,bus.5,27.749999999999915,23:44:39
199,bus.0,16.851,23:44:40
200,bus.3,22.199999999999932,23:44:41
201,bus.4,16.851,23:44:41
202,bus.5,35.14999999999989,23:44:44
203,bus.0,19.679999999998216,23:44:44
204,bus.3,20.349999999999937,23:44:45
205,bus.4,16.851,23:44:45
206,bus.5,24.049999999999926,23:44:48
207,bus.0,16.851,23:44:48
208,bus.3,35.14999999999989,23:44:49
209,bus.4,16.851,23:44:49
210,bus.5,20.349999999999937,23:44:52
211,bus.0,16.851,23:44:52
212,bus.3,88.79999999999973,23:44:53
213,bus.4,40.02999999999818,23:44:54
214,bus.5,22.199999999999932,23:44:56
215,bus.0,16.851,23:44:56
216,bus.3,62.89999999999981,23:44:57
217,bus.4,16.851,23:44:58
218,bus.5,24.049999999999926,23:45:00
219,bus.0,16.851,23:45:00
220,bus.3,68.44999999999979,23:45:02
221,bus.4,34.47999999999817,23:45:02
222,bus.5,22.199999999999932,23:45:04
223,bus.0,16.851,23:45:05
224,bus.3,51.79999999999984,23:45:06
225,bus.4,16.851,23:45:07
226,bus.5,42.54999999999987,23:45:08
227,bus.0,16.851,23:45:09
228,bus.3,61.04999999999981,23:45:10
229,bus.4,27.089999999998184,23:45:11
230,bus.5,22.199999999999932,23:45:13
231,bus.0,16.851,23:45:13
232,bus.3,55.49999999999983,23:45:14
233,bus.4,17.82999999999811,23:45:15
234,bus.5,25.89999999999992,23:45:17
235,bus.0,16.851,23:45:18
236,bus.3,44.399999999999864,23:45:19
237,bus.4,19.679999999998216,23:45:19
238,bus.5,22.199999999999932,23:45:21
239,bus.0,16.851,23:45:22
240,bus.3,22.199999999999932,23:45:23
241,bus.4,16.851,23:45:23
242,bus.5,31.449999999999903,23:45:26
243,bus.0,16.851,23:45:26
244,bus.3,16.851,23:45:27
245,bus.4,16.851,23:45:27
246,bus.5,25.89999999999992,23:45:30
247,bus.0,16.851,23:45:30
248,bus.3,22.199999999999932,23:45:31
249,bus.4,16.851,23:45:31
250,bus.5,22.199999999999932,23:45:34
251,bus.0,16.851,23:45:34
252,bus.3,16.851,23:45:35
253,bus.4,16.851,23:45:36
254,bus.5,20.349999999999937,23:45:38
255,bus.0,16.851,23:45:38
256,bus.3,61.04999999999981,23:45:39
257,bus.4,17.82999999999811,23:45:40
258,bus.5,16.851,23:45:42
259,bus.0,16.851,23:45:42
260,bus.3,68.44999999999979,23:45:44
261,bus.4,16.851,23:45:44
262,bus.5,22.199999999999932,23:45:46
263,bus.0,16.851,23:45:46
264,bus.3,35.14999999999989,23:45:48
265,bus.4,16.851,23:45:49
266,bus.5,24.049999999999926,23:45:50
267,bus.0,16.851,23:45:51
268,bus.3,77.69999999999976,23:45:52
269,bus.4,38.17999999999816,23:45:53
270,bus.5,22.199999999999932,23:45:54
271,bus.0,16.851,23:45:55
272,bus.3,57.349999999999824,23:45:57
273,bus.4,16.851,23:45:57
274,bus.5,90.64999999999972,23:45:59
275,bus.0,47.42999999999827,23:45:59
276,bus.3,61.04999999999981,23:46:01
277,bus.4,23.389999999998196,23:46:01
278,bus.5,70.29999999999978,23:46:03
279,bus.0,21.539999999998088,23:46:03
280,bus.3,46.24999999999986,23:46:05
281,bus.4,16.851,23:46:06
282,bus.5,35.14999999999989,23:46:07
283,bus.0,16.851,23:46:08
284,bus.3,42.54999999999987,23:46:09
285,bus.4,21.52999999999821,23:46:10
286,bus.5,31.449999999999903,23:46:11
287,bus.0,16.851,23:46:12
288,bus.3,27.749999999999915,23:46:13
289,bus.4,16.851,23:46:14
290,bus.5,53.649999999999835,23:46:16
291,bus.0,17.839999999998213,23:46:16
292,bus.3,20.349999999999937,23:46:17
293,bus.4,16.851,23:46:18
294,bus.2,99.22999999999885,23:46:18
295,bus.5,40.699999999999875,23:46:20
296,bus.0,16.851,23:46:20
297,bus.3,22.199999999999932,23:46:21
298,bus.4,16.851,23:46:22
299,bus.2,69.62999999999849,23:46:22
300,bus.5,33.2999999999999,23:46:24
301,bus.0,17.829999999998222,23:46:24
302,bus.1,75.84999999999982,23:46:25
303,bus.3,16.851,23:46:25
304,bus.2,38.18999999999809,23:46:26
305,bus.4,16.851,23:46:26
306,bus.5,22.199999999999932,23:46:28
307,bus.0,16.851,23:46:28
308,bus.1,59.19999999999976,23:46:29
309,bus.2,38.1799999999981,23:46:30
310,bus.3,55.49999999999983,23:46:30
311,bus.4,17.82999999999811,23:46:30
312,bus.5,16.851,23:46:32
313,bus.0,16.851,23:46:32
314,bus.1,44.39999999999992,23:46:33
315,bus.2,21.529999999998154,23:46:34
316,bus.3,81.39999999999975,23:46:34
317,bus.4,30.779999999998182,23:46:35
318,bus.5,22.199999999999932,23:46:36
319,bus.0,16.851,23:46:37
320,bus.1,40.69999999999982,23:46:37
321,bus.2,27.089999999998128,23:46:38
322,bus.3,68.44999999999979,23:46:38
